,Temperature,Pressure,Humidity
73,33.6,1100.0,56.0
74,34.300000000000004,1100.0,56.0
75,33.6,1090.0,56.0
76,34.300000000000004,1090.0,57.0
77,35.0,1100.0,57.0
78,34.300000000000004,1110.0,57.0
79,35.0,1120.0,57.0
80,35.0,1120.0,56.0
81,35.0,1110.0,57.0
82,34.300000000000004,1110.0,58.0
83,34.300000000000004,1120.0,57.0
84,34.300000000000004,1120.0,58.0
85,34.300000000000004,1110.0,57.0
86,35.0,1100.0,57.0
87,35.0,1110.0,58.0
88,34.300000000000004,1100.0,59.0
89,34.300000000000004,1100.0,60.0
90,33.6,1100.0,59.0
91,34.300000000000004,1100.0,59.0
92,33.6,1100.0,60.0
93,33.6,1100.0,61.0
94,34.300000000000004,1100.0,62.0
95,34.300000000000004,1100.0,63.0
96,33.6,1100.0,63.0
97,34.300000000000004,1100.0,63.0
98,35.0,1100.0,63.0
99,34.300000000000004,1100.0,64.0
100,33.6,1100.0,65.0
101,34.300000000000004,1090.0,66.0
102,35.0,1090.0,67.0
103,34.300000000000004,1090.0,66.0
104,35.0,1100.0,67.0
105,35.0,1110.0,68.0
106,35.0,1120.0,69.0
107,35.0,1110.0,68.0
108,35.0,1100.0,69.0
109,35.0,1110.0,70.0
110,35.0,1100.0,71.0
111,35.0,1100.0,72.0
112,35.0,1100.0,72.0
113,35.0,1100.0,73.0
114,35.0,1100.0,73.0
115,35.0,1090.0,73.0
116,35.0,1090.0,74.0
117,35.0,1090.0,75.0
118,35.0,1080.0,76.0
119,35.0,1090.0,76.0
120,35.0,1090.0,76.0
121,34.300000000000004,1100.0,76.0
122,35.0,1090.0,77.0
123,34.300000000000004,1100.0,78.0
124,34.300000000000004,1100.0,78.0
125,35.0,1100.0,78.0
126,35.0,1100.0,79.0
127,35.0,1100.0,80.0
128,34.300000000000004,1100.0,81.0
129,35.0,1100.0,81.0
130,34.300000000000004,1100.0,80.0
131,35.0,1100.0,80.0
132,35.0,1100.0,81.0
133,35.0,1110.0,81.0
134,34.300000000000004,1100.0,81.0
135,34.300000000000004,1100.0,80.0
136,33.6,1090.0,79.0
137,34.300000000000004,1090.0,80.0
138,35.0,1100.0,81.0
139,34.300000000000004,1100.0,82.0
140,34.300000000000004,1090.0,83.0
141,35.0,1090.0,84.0
142,34.300000000000004,1080.0,85.0
143,34.300000000000004,1070.0,86.0
144,33.6,1080.0,86.0
145,33.6,1090.0,86.0
146,32.9,1090.0,86.0
147,33.6,1080.0,87.0
148,33.6,1090.0,88.0
149,34.300000000000004,1090.0,88.0
150,34.300000000000004,1100.0,89.0
151,35.0,1100.0,89.0
152,34.300000000000004,1100.0,90.0
153,35.0,1110.0,91.0
154,34.300000000000004,1120.0,90.0
155,34.300000000000004,1120.0,90.0
156,34.300000000000004,1110.0,90.0
157,34.300000000000004,1110.0,90.0
158,35.0,1110.0,90.0
159,34.300000000000004,1100.0,90.0
160,35.0,1090.0,91.0
161,35.0,1090.0,91.0
162,35.0,1080.0,90.0
163,35.0,1080.0,89.0
164,35.0,1080.0,90.0
165,35.0,1080.0,89.0
166,35.0,1070.0,90.0
167,35.0,1080.0,90.0
168,35.0,1080.0,90.0
169,35.0,1080.0,89.0
170,35.0,1080.0,88.0
171,35.0,1070.0,88.0
172,35.0,1070.0,88.0
173,35.0,1070.0,87.0
174,35.0,1080.0,86.0
175,35.0,1070.0,85.0
176,34.300000000000004,1070.0,84.0
177,34.300000000000004,1060.0,85.0
178,33.6,1050.0,84.0
179,33.6,1060.0,85.0
180,32.9,1050.0,84.0
181,32.199999999999996,1040.0,84.0
182,31.499999999999996,1040.0,83.0
183,30.799999999999997,1040.0,84.0
184,30.099999999999998,1040.0,84.0
185,29.4,1040.0,83.0
186,28.7,1050.0,82.0
187,28.7,1050.0,81.0
188,28.0,1040.0,81.0
189,28.0,1030.0,81.0
190,28.7,1040.0,81.0
191,28.7,1030.0,81.0
192,28.7,1030.0,81.0
193,29.4,1040.0,80.0
194,30.099999999999998,1030.0,80.0
195,29.4,1030.0,79.0
196,29.4,1040.0,79.0
197,28.7,1050.0,79.0
198,28.0,1040.0,80.0
199,27.3,1040.0,80.0
200,28.0,1040.0,81.0
201,28.0,1030.0,81.0
202,28.0,1030.0,82.0
203,28.7,1040.0,82.0
204,29.4,1050.0,82.0
205,30.099999999999998,1040.0,83.0
206,29.4,1050.0,84.0
207,30.099999999999998,1040.0,83.0
208,29.4,1050.0,82.0
209,30.099999999999998,1050.0,82.0
210,30.799999999999997,1060.0,83.0
211,31.499999999999996,1070.0,83.0
212,31.499999999999996,1080.0,84.0
213,31.499999999999996,1070.0,85.0
214,30.799999999999997,1080.0,85.0
215,31.499999999999996,1090.0,86.0
216,30.799999999999997,1100.0,87.0
217,30.099999999999998,1100.0,87.0
218,30.099999999999998,1100.0,87.0
219,30.799999999999997,1090.0,87.0
220,31.499999999999996,1090.0,88.0
221,30.799999999999997,1100.0,89.0
222,30.799999999999997,1100.0,90.0
223,31.499999999999996,1110.0,89.0
224,32.199999999999996,1100.0,88.0
225,32.9,1110.0,87.0
226,33.6,1100.0,87.0
227,34.300000000000004,1090.0,87.0
228,35.0,1080.0,88.0
229,35.0,1090.0,89.0
230,35.0,1100.0,88.0
231,35.0,1100.0,89.0
232,35.0,1100.0,89.0
233,35.0,1090.0,90.0
234,35.0,1100.0,89.0
235,34.300000000000004,1100.0,88.0
236,35.0,1100.0,88.0
237,35.0,1090.0,87.0
238,34.300000000000004,1090.0,87.0
239,35.0,1090.0,88.0
240,34.300000000000004,1100.0,89.0
241,33.6,1090.0,88.0
242,34.300000000000004,1090.0,89.0
243,34.300000000000004,1080.0,89.0
244,33.6,1090.0,90.0
245,33.6,1100.0,90.0
246,33.6,1100.0,90.0
247,32.9,1100.0,90.0
248,32.9,1110.0,91.0
249,32.9,1110.0,91.0
250,32.9,1110.0,92.0
251,32.9,1100.0,93.0
252,32.9,1100.0,92.0
253,32.9,1110.0,92.0
254,32.199999999999996,1100.0,91.0
255,32.9,1100.0,90.0
256,32.9,1100.0,90.0
